raw;crdb;ctie;nitrous(fidr)full;gear(nlpr) full;tyres(ttpp)full;power(cppi)full;Perf(cepi)full
1264;Ultima_EVOCoupeReward_2016;TIER_5;2.43;1.0;0.0;713;2149
1265;Ultima_EVOCoupeRewardRecycled_2016;TIER_5;2.43;1.0;0.0;713;2131
1266;Ultima_EVOCoupeSupercharged_2016;TIER_5;2.0;1.0;0.0;713;2311
1267;Ultima_RS_2020;TIER_5;2.36;1.0;0.0;713;2364
1268;Ultima_RSGold_2020;TIER_5;2.17;1.0;0.0;713;2341
1269;Volkswagen_GolfGTI_2014;TIER_1;3.15;0.8;0.21;349;725
1270;Volkswagen_GolfGTI_2014;TIER_1;2.88;;;349;432
1271;Volkswagen_GolfGTICrew_1982;TIER_1;5.0;1.0;0.25;354;824
1272;Volkswagen_GolfGTICrewRecycled_1982;TIER_1;4.7;0.9;0.28;354;617
1273;Volkswagen_GolfGTIElite_2014;TIER_1;4.42;0.8;0.55;349;749
1274;Volkswagen_IDR_2019;TIER_5;2.0;1.0;0.0;713;2607
1275;Volkswagen_JettaF1_1995;TIER_4;2.22;1.0;0.0;673;1468
1276;Volkswagen_RocketBunnyGolfGTI_2014;TIER_2;3.46;0.91;0.27;482;1164
1277;Volkswagen_SciroccoR_2015;TIER_2;3.08;0.94;;483;634
1278;Volkswagen_SciroccoR_2015;TIER_2;3.99;1.0;0.53;483;611
1279;VUHL_05RRReward_2019;TIER_5;2.37;1.0;0.01;714;1752
1280;VUHL_05RRRewardRecycled_2019;TIER_5;2.38;1.0;0.0;714;1720
1281;WMotors_FenyrSupersportReward_2016;TIER_5;2.0;1.0;0.52;714;1948
1282;WMotors_FenyrSupersportRewardRecycled_2016;TIER_5;2.0;1.0;0.52;714;1921
1283;WMotors_LykanHyperSportReward_2015;TIER_5;2.13;1.0;0.14;714;1506
1284;WMotors_LykanHyperSportRewardRecycled_2015;TIER_5;2.15;0.99;0.13;714;1479
1285;Zenvo_AuroraAgil_2024;TIER_5;2.0;1.0;0.0;713;2605
1286;Zenvo_AuroraTur_2024;TIER_5;2.0;1.0;0.0;713;2534
1287;Zenvo_AuroraTurReward_2024;TIER_5;2.0;1.0;0.0;713;2534
1288;Zenvo_AuroraTurRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2509
1289;Zenvo_TS1GT_2018;TIER_5;2.01;0.96;0.57;714;2215
1290;Zenvo_TS1GTReward_2018;TIER_5;2.0;0.74;0.0;714;2215
1291;Zenvo_TS1GTRewardRecycled_2018;TIER_5;2.0;0.0;0.02;714;2149
1292;Zenvo_TSRGTReward_2023;TIER_5;2.0;1.0;0.0;714;2273
1293;Zenvo_TSRGTRewardRecycled_2023;TIER_5;2.0;1.0;0.0;714;2241
1294;Zenvo_TSRS_2019;TIER_5;2.0;1.0;0.52;714;2278
1295;Zenvo_TSRS_2020;TIER_5;2.11;1.0;0.0;714;2278
1296;Zenvo_TSRSGold_2020;TIER_5;2.06;1.0;0.0;713;2306
